RAJ2000	DEJ2000	HIP	RArad	DErad	Plx	pmRA	pmDE	Hpmag	B-V
000.0009007898	+01.0890104258	     1	000.00091185	+01.08901332	   4.55	   -4.55	   -1.19	 9.2043	 0.482
000.0042689191	-19.4988405639	     2	000.00379738	-19.49883738	  20.85	  182.88	   -1.31	 9.4017	 0.999
000.0050212715	+38.8592777449	     3	000.00500794	+38.85928608	   2.26	    4.27	   -3.43	 6.6081	-0.019
000.0086285885	-51.8935456448	     4	000.00838188	-51.89354611	   7.45	   62.64	    0.19	 8.1498	 0.370
000.0099710689	-40.5912048615	     5	000.00996502	-40.59122445	   3.88	    1.89	    8.06	 8.7077	 0.902
000.0186903971	+03.9464530120	     6	000.01814086	+03.94648811	  18.17	  225.56	  -14.44	12.4488	 1.336
000.0220110544	+20.0361123159	     7	000.02254892	+20.03660198	  17.28	 -207.90	 -201.46	 9.6795	 0.740
000.0273476200	+25.8864591171	     8	000.02729175	+25.88647460	   4.98	   20.68	   -6.37	 8.5522	 1.102
000.0353211191	+36.5859585244	     9	000.03534194	+36.58593769	   2.38	   -6.88	    8.57	 8.7534	 1.067
000.0364139433	-50.8669744147	    10	000.03625296	-50.86707363	  10.83	   41.80	   40.82	 8.6994	 0.489
000.0373373955	+46.9399963809	    11	000.03729667	+46.94000168	   4.18	   11.44	   -2.18	 7.3777	 0.081
000.0409015445	-35.9602207487	    12	000.04091710	-35.96022486	   3.25	   -5.18	    1.69	 8.5598	 1.484
000.0417002642	-22.5947047109	    13	000.04167955	-22.59468070	  -0.10	    7.87	   -9.88	 8.9707	 1.128
000.0484213905	-00.3604474395	    14	000.04827227	-00.36042124	   4.86	   61.35	  -10.78	 7.4195	 1.200
000.0503645078	+50.7911861290	    15	000.05030895	+50.79117364	   1.91	   14.45	    5.14	 8.7669	 1.166
000.0524923903	-54.9143626245	    16	000.05140820	-54.91412791	   1.33	  256.40	  -96.57	11.8279	 0.421
000.0509913860	-40.1923970618	    17	000.05109973	-40.19232840	   7.33	  -34.05	  -28.25	 8.2405	 0.425
000.0528324079	-04.0536807148	    18	000.05313977	-04.05373774	  22.31	 -126.14	   23.46	11.0625	 1.567
000.0533063972	+38.3040489222	    19	000.05331690	+38.30408633	   4.01	   -3.39	  -15.39	 6.6890	 0.955
000.0630466847	+23.5292298470	    20	000.06295067	+23.52928427	  10.35	   36.22	  -22.39	 8.6208	 0.516
000.0663856828	+08.0072337888	    21	000.06623581	+08.00723430	   5.28	   61.06	   -0.21	 7.6923	 1.438
000.0701063876	-49.3522638513	    22	000.07013560	-49.35226674	   3.14	   -7.83	    1.19	 8.8563	 0.962
000.0745620843	+13.3122321918	    23	000.07442973	+13.31221097	  11.59	   52.99	    8.73	 7.6626	 0.456
000.0763855974	-23.4526955005	    24	000.07604978	-23.45274895	   9.48	  126.75	   21.99	 9.1657	 0.528
000.0795630937	-44.2905626452	    25	000.07936602	-44.29029730	  12.29	   58.04	 -109.17	 6.4211	 0.763
000.0840918915	-13.3933769496	    26	000.08434569	-13.39329701	   9.92	 -101.58	  -32.89	 9.2438	 0.535
000.0859091948	-41.2978160305	    27	000.08546970	-41.29753703	   9.29	  135.85	 -114.79	 9.4598	 0.671
000.0872156365	-43.3618219805	    28	000.08724907	-43.36179957	   5.05	  -10.00	   -9.22	 8.9385	 0.468
000.0922329003	-49.1079435638	    29	000.09213091	-49.10795504	   2.43	   27.47	    4.72	 9.3109	 1.041
000.0961108085	+42.1414727371	    30	000.09613579	+42.14149904	   4.09	   -7.62	  -10.82	 8.3069	 0.142
000.0980837360	+02.6754793869	    31	000.09809386	+02.67547771	   3.26	   -4.16	    0.69	 7.7648	 1.453
000.0985797961	+51.9394880559	    32	000.09858350	+51.93949039	   3.03	   -0.94	   -0.96	 9.1042	 0.040
000.0991778683	-10.4623855126	    33	000.09918059	-10.46245437	   8.79	   -1.10	   28.33	 8.2076	 0.466
000.0995855332	+26.9181086799	    34	000.09946987	+26.91823820	  13.40	   42.43	  -53.29	 6.5466	 0.514
000.1029701757	-14.4904832499	    35	000.10256035	-14.49048082	   6.88	  163.25	   -1.00	 9.2353	 0.916
000.1033984141	+12.2671276714	    36	000.10327569	+12.26709311	   5.42	   49.34	   14.22	 7.8503	 1.150
000.1053229663	-47.1795719932	    37	000.10535182	-47.17958398	   2.62	   -8.07	    4.93	10.5345	 0.391
000.1131416083	-79.0619843655	    38	000.11104675	-79.06183132	  23.64	  163.54	  -62.97	 8.7854	 0.778
000.1122859464	-16.6970085271	    39	000.11186159	-16.69693029	  10.81	  167.23	  -32.19	 7.5669	 0.475
000.1219744346	+67.2167787106	    40	000.12196734	+67.21679288	  -2.26	    1.13	   -5.83	10.3360	 0.570
000.1165737740	+54.3022365553	    41	000.11656332	+54.30223767	   2.74	    2.51	   -0.46	 8.7201	 0.026
000.1254486743	+25.8447644579	    42	000.12538683	+25.84478043	   6.12	   22.90	   -6.57	 8.2910	 0.387
000.1287013867	+59.5596804021	    43	000.12908906	+59.55973786	   7.34	  -80.81	  -23.64	 6.3456	 1.032
000.1327529460	-03.3063209329	    44	000.13272256	-03.30636198	   2.98	   12.48	   16.89	 8.0825	 1.104
000.1338981803	-72.2027147967	    45	000.13420449	-72.20271049	  16.05	  -38.52	   -1.77	 9.7391	 0.000
000.1345840642	-25.6222870647	    46	000.13454438	-25.62225296	   1.20	   14.72	  -14.03	 8.7350	 1.035
000.1349870711	-56.8356029044	    47	000.13519194	-56.83524790	  24.54	  -46.11	 -146.06	10.8416	 1.150
000.1352336593	-40.6904767604	    48	000.13522244	-40.69044667	   1.49	    3.50	  -12.38	 7.4752	 1.164
000.1395676464	+16.6690456867	    49	000.13950054	+16.66903174	   2.66	   26.45	    5.74	 9.6309	 0.450
000.1430846779	-53.0977134810	    50	000.14287042	-53.09766266	  16.83	   52.93	  -20.91	 6.6231	 0.616
000.1434157245	+01.0662156037	    51	000.14339161	+01.06619771	   0.53	    9.92	    7.36	 9.1049	 0.906
000.1468826309	-77.0201175802	    52	000.14665841	-77.02014072	   4.77	   20.72	    9.52	 8.6228	 0.196
000.1474188795	-29.2634106907	    53	000.14738951	-29.26338267	   0.52	   10.54	  -11.53	11.1006	 0.000
000.1525863434	+17.9689099512	    54	000.15165521	+17.96895565	  19.92	  364.41	  -18.80	10.6972	 1.030
000.1588335296	-66.6831736826	    55	000.15783359	-66.68310342	  15.40	  162.84	  -28.91	 7.5159	 0.551
000.1629317377	+00.2229339084	    56	000.16283199	+00.22293901	   3.94	   41.04	   -2.10	 8.2798	 1.329
000.1680038268	-69.6759635836	    57	000.16828521	-69.67580052	  33.48	  -40.21	  -67.09	 8.4078	 0.863
000.1735125091	+62.1758992910	    58	000.17376340	+62.17600478	  25.77	  -48.18	  -43.40	 7.1625	 0.520
000.1744410633	+55.7224596011	    59	000.17444771	+55.72246266	  -1.96	   -1.54	   -1.26	 9.1257	 0.091
000.1754331254	-64.4657993727	    60	000.17542337	-64.46582509	   5.81	    1.73	   10.58	 8.4336	 0.386
000.1762934745	+53.8221457619	    61	000.17615727	+53.82218618	   5.59	   33.08	  -16.63	 9.0314	 1.081
000.1799671495	-45.4227440000	    62	000.17996161	-45.42272674	   3.24	    1.60	   -7.10	 8.4354	 0.994
000.1818099151	+45.2533329727	    63	000.18174967	+45.25333300	   5.32	   17.45	   -0.01	 6.3484	-0.047
000.1845673524	-27.9075799007	    64	000.18458842	-27.90754614	   4.10	   -7.66	  -13.89	 8.2463	 1.156
000.1871086740	-54.8305240720	    65	000.18797520	-54.83034067	  18.28	 -205.35	  -75.46	11.1288	 1.147
000.1884218326	-72.3182208588	    66	000.18854843	-72.31824930	   7.86	  -15.82	   11.70	 8.6404	 0.401
000.1993444430	+23.5382201371	    67	000.19910112	+23.53824879	   6.65	   91.78	  -11.79	 7.9346	 0.495
000.2003844133	+16.9881875454	    68	000.20063619	+16.98896452	  31.66	  -99.07	 -319.67	 8.9324	 0.940
000.2014139483	+30.3958883940	    69	000.20137182	+30.39589287	   5.47	   14.95	   -1.84	 8.3785	 0.135
000.2027350283	+36.7775889558	    70	000.20280422	+36.77763521	   5.94	  -22.80	  -19.03	10.5870	 0.706
000.2070271766	+36.7801030140	    71	000.20709876	+36.78015289	   7.30	  -23.59	  -20.52	 8.4174	 0.846
000.2199386400	-12.8289596723	    72	000.21946967	-12.82867036	  11.38	  188.13	 -119.03	 9.1074	 0.671
000.2203313937	+66.8480101654	    73	000.22045757	+66.84796680	   3.57	  -20.41	   17.84	 7.0364	 1.446
000.2223436013	+35.7526217158	    74	000.22187285	+35.75272203	  22.46	  157.18	  -41.27	10.0824	 1.068
000.2232730144	-50.4464576930	    75	000.22316183	-50.44646501	   1.56	   29.13	    3.01	 7.5402	 1.524
000.2282176646	+32.8256547487	    76	000.22821972	+32.82567444	   2.89	   -0.71	   -8.10	 9.0913	 1.670
000.2305736229	-30.0641678099	    77	000.23052139	-30.06417338	   4.79	   18.60	    2.29	 8.4315	 0.022
000.2323103486	+17.8678507235	    78	000.23231254	+17.86784161	   1.41	   -0.86	    3.75	 8.2267	 1.203
000.2357723226	+35.3167204070	    79	000.23572302	+35.31675383	   3.69	   16.55	  -13.75	 8.8073	 0.529
000.2428266488	-11.8237405143	    80	000.24179260	-11.82353722	  13.68	  416.41	  -83.64	 8.5253	 0.566
000.2434093610	-04.9325341809	    81	000.24386383	-04.93211474	  22.84	 -186.29	 -172.57	 8.7088	 0.642
000.2480137398	-10.9359649709	    82	000.24803154	-10.93580533	   0.75	   -7.19	  -65.68	 9.6307	 1.107
000.2480699506	+52.0805618317	    83	000.24808099	+52.08056419	   1.84	   -2.79	   -0.97	 8.9461	 1.726
000.2524323678	+27.8863317348	    84	000.25180707	+27.88634408	  20.93	  227.39	   -5.08	 9.7503	 0.852
000.2561324490	-24.7140493313	    85	000.25600736	-24.71404880	   3.28	   46.75	   -0.22	10.6983	 0.359
000.2604621460	+69.6035021466	    86	000.26038257	+69.60349835	   3.67	   11.41	    1.56	 8.0655	 0.018
000.2614963206	-05.8350028127	    87	000.26151521	-05.83497566	   2.94	   -7.73	  -11.17	 7.9001	 0.430
000.2690916933	-48.8098732900	    88	000.26915945	-48.80985914	   5.50	  -18.36	   -5.82	 5.8690	 0.911
000.2771564988	+53.1669431062	    89	000.27715200	+53.16694228	   1.72	    1.11	    0.34	 7.9850	 1.566
000.2800811116	-41.8875479328	    90	000.27999982	-41.88742966	   8.83	   24.90	  -48.66	 7.7519	 0.500
000.2805293174	-05.8743467104	    91	000.28056826	-05.87433286	   3.32	  -15.94	   -5.70	 7.8145	 1.300
000.2906931754	-20.7055508592	    92	000.29062551	-20.70558656	   2.47	   26.04	   14.69	 8.8386	 0.944
000.2923581557	-00.0760975130	    93	000.29222272	-00.07592028	  16.34	   55.72	  -72.92	 8.2479	 0.619
000.2949936819	-32.7568376386	    94	000.29485325	-32.75680558	  11.02	   48.59	  -13.19	10.2385	 0.644
000.3020134904	-11.9640334060	    95	000.30203913	-11.96400033	   6.70	  -10.32	  -13.61	 8.7811	 0.513
000.3049605500	+13.9750851755	    96	000.30489044	+13.97474772	  28.45	   27.99	  138.84	10.6082	 1.360
000.3073741772	-21.4040422727	    97	000.30733353	-21.40404519	   5.55	   15.57	    1.20	 9.5922	 0.530
000.3071677436	-52.7985767875	    98	000.30717812	-52.79857939	   5.72	   -2.58	    1.07	 9.9890	 0.551
000.3160623408	+60.3552829876	    99	000.31601649	+60.35529784	   1.14	    9.33	   -6.11	 6.9749	 2.835
000.3163783429	+19.7412428953	   100	000.31645150	+19.74131642	   5.43	  -28.33	  -30.25	 8.6023	 0.898
000.3197121702	-47.7938309657	   101	000.31976217	-47.79382997	   8.33	  -13.82	   -0.41	 9.9922	 0.509
000.3204876494	-41.4874397968	   102	000.32043181	-41.48735580	   3.51	   17.21	  -34.56	 7.1563	 1.550
000.3220771230	-68.3711251838	   103	000.32214405	-68.37102957	   9.10	  -10.15	  -39.34	 8.4078	 0.538
000.3266314814	-31.8996125585	   104	000.32673649	-31.89961662	  10.24	  -36.68	    1.67	 9.4615	 0.543
000.3278014369	+70.9289389764	   105	000.32784406	+70.92895776	   3.62	   -5.73	   -7.73	 7.8284	 0.455
000.3302157741	+49.9815565059	   106	000.33016475	+49.98158502	   5.01	   13.50	  -11.73	 6.3864	 0.970
000.3338317870	-50.3373714498	   107	000.33380178	-50.33739916	   6.01	    7.88	   11.40	 5.6243	 1.615
000.3366508433	-70.1252706184	   108	000.33655433	-70.12530742	   0.29	   13.50	   15.14	 8.6842	 1.315
000.3466001942	+06.7914698832	   109	000.34660183	+06.79149105	   5.79	   -0.67	   -8.71	 7.3153	 0.388
000.3486018260	+39.6107104401	   110	000.34870771	+39.61081792	  20.15	  -33.56	  -44.22	 8.7231	 0.787
000.3498429582	+34.2818502045	   111	000.34908706	+34.28185976	  25.98	  256.97	   -3.93	11.4075	 1.308
000.3576683148	-16.9484447917	   112	000.35691666	-16.94782658	  31.13	  295.82	 -254.35	10.8532	 1.384
000.3656187600	+49.0104035422	   113	000.36562069	+49.01041103	   0.56	   -0.52	   -3.08	 8.9466	 0.021
000.3716401945	+30.7357847737	   114	000.37167619	+30.73587915	   8.49	  -12.73	  -38.83	 8.0600	 0.654
000.3725818725	-62.9231290543	   115	000.37259640	-62.92315771	   3.87	   -2.72	   11.79	 7.5117	 0.160
000.3753226711	-33.7927715401	   116	000.37539356	-33.79270443	   7.98	  -24.24	  -27.61	 8.6976	 0.435
000.3805456219	-72.6058989573	   117	000.38040789	-72.60590360	   1.07	   16.94	    1.91	 8.7178	 1.093
000.3866016226	-09.4300343396	   118	000.38648582	-09.43003594	  12.88	   47.00	    0.66	 9.3268	 0.606
000.3901678139	+44.6754018326	   119	000.39020244	+44.67544597	   6.43	  -10.13	  -18.16	 6.9834	 1.071
000.3959166074	-45.3447563079	   120	000.39598868	-45.34468886	   2.42	  -20.84	  -27.75	 8.4576	 1.183
000.3964250324	+28.4236916625	   121	000.39647666	+28.42377440	   4.42	  -18.68	  -34.04	 6.9957	 1.197
000.3987566020	-77.0657247879	   122	000.39937881	-77.06529443	  15.02	  -57.30	 -177.06	 4.9354	 1.254
000.3998923642	+72.2366143234	   123	000.40024163	+72.23660635	   5.91	  -43.84	    3.28	 7.3790	 1.169
000.4042294367	+61.2228021038	   124	000.40424529	+61.22280390	   1.06	   -3.14	   -0.74	 5.6725	 0.407
000.4046729322	-39.3367510817	   125	000.40473201	-39.33667979	   4.50	  -18.80	  -29.33	 8.7833	 0.366
000.4088258951	+14.6323214077	   126	000.40873325	+14.63230678	   3.33	   36.88	    6.02	 8.2250	 0.969
000.4122416932	-48.9356184764	   127	000.41208733	-48.93516090	  11.79	   41.72	 -188.26	11.0007	 0.942
000.4144167659	+73.6118448577	   128	000.41376507	+73.61187653	  14.13	   75.65	  -13.03	 6.5638	 0.182
000.4156186692	+05.3728080751	   129	000.41560209	+05.37275067	   5.98	    6.79	   23.62	 9.4460	 0.559
000.4183024612	-30.6925382060	   130	000.41825263	-30.69250700	   3.27	   17.63	  -12.84	 9.2966	 1.080
000.4198640719	+62.0180881553	   131	000.41994224	+62.01815069	   7.99	  -15.09	  -25.73	 8.1954	 0.200
000.4220225260	-34.6535444969	   132	000.42200521	-34.65350770	   2.10	    5.86	  -15.14	10.7028	 0.358
000.4234751497	-40.1487054544	   133	000.42336875	-40.14866591	   4.79	   33.46	  -16.27	 6.7434	 0.545
000.4251945216	-01.1399590136	   134	000.42514063	-01.13997214	   1.16	   22.17	    5.40	10.0300	 0.264
000.4267980460	-00.2177770094	   135	000.42674601	-00.21749939	  19.97	   21.41	 -114.22	 8.7706	 0.620
000.4286902879	+24.2531122763	   136	000.42864222	+24.25318096	   5.54	   18.03	  -28.26	 6.7635	 1.153
000.4327075036	+42.3671434923	   137	000.43268934	+42.36714830	   2.67	    5.52	   -1.98	 6.2437	-0.042
000.4374404173	-16.5316630304	   138	000.43720405	-16.53172124	   6.06	   93.23	   23.95	 8.0006	 1.074
000.4452745679	+67.5069733362	   139	000.44529191	+67.50697637	   2.39	   -2.73	   -1.25	10.1512	 1.289
000.4533260526	-68.1048949705	   140	000.45267420	-68.10481117	   8.93	  100.01	  -34.48	 9.1634	 0.546
000.4534896675	+36.3503575519	   141	000.45342952	+36.35034545	   4.32	   19.93	    4.98	 8.6143	 1.350
000.4537825581	+66.3060329352	   142	000.45374905	+66.30600226	  16.76	    5.54	   12.62	 7.4726	 0.730
000.4556489859	+21.4625046181	   143	000.45518189	+21.46213748	  21.96	  178.85	  151.05	10.4567	 1.033
000.4552787744	+76.1755957655	   144	000.45508998	+76.17561125	   2.63	   18.56	   -6.37	 8.8026	 1.364
000.4560355256	-03.0275026290	   145	000.45598909	-03.02747915	   7.18	   19.08	   -9.66	 5.0831	-0.128
000.4558334644	-25.7985278569	   146	000.45619187	-25.79769517	   3.77	 -132.76	 -342.59	 9.0492	 0.306
000.4660603539	+21.0262371586	   147	000.46604353	+21.02624868	   0.06	    6.46	   -4.74	 8.6115	 1.569
000.4788203314	+15.5285399255	   148	000.47879296	+15.52852845	   3.90	   10.85	    4.72	 8.2766	 0.584
000.4778551819	+26.0040453889	   149	000.47868476	+26.00557727	  21.97	 -306.76	 -630.26	11.3715	 0.932
000.4803076987	-37.2299513286	   150	000.48036527	-37.22984387	   8.23	  -18.86	  -44.21	 7.2110	 1.060
000.4848768402	-41.6137745493	   151	000.48458256	-41.61373673	   7.36	   90.52	  -15.56	 7.8718	 0.411
000.4844110336	-28.1309452012	   152	000.48445284	-28.13095548	   5.28	  -15.17	    4.23	10.1237	 0.456
000.4845114875	+12.6548871945	   153	000.48454514	+12.65495314	   5.64	  -13.51	  -27.13	 9.0038	 0.459
000.4900831985	-06.0140709556	   154	000.48996493	-06.01397145	   7.55	   48.39	  -40.94	 4.4120	 1.631
000.4911908008	+46.2691553683	   155	000.49113876	+46.26916290	   3.20	   14.80	   -3.10	10.0092	 0.283
000.4969275084	+63.3578277276	   156	000.49688480	+63.35784574	   3.35	    7.88	   -7.41	 8.6265	 0.100
000.5004176002	-05.2139244073	   157	000.50032725	-05.21399713	   5.66	   37.02	   29.92	 8.6681	 0.903
000.5008464853	-37.9018762061	   158	000.50047149	-37.90179029	   6.51	  121.74	  -35.35	 7.2519	 0.999
000.5109066249	-02.7661702696	   159	000.51081121	-02.76616337	  16.01	   39.21	   -2.84	 7.0090	 0.292
000.5118205032	-69.2691961745	   160	000.51171483	-69.26920716	   2.14	   15.39	    4.52	 8.6699	-0.052
000.5124138764	+33.6959574416	   161	000.51248022	+33.69599040	   1.61	  -22.71	  -13.56	 9.1048	 1.500
000.5133547257	+27.1186030355	   162	000.51336756	+27.11861959	   2.56	   -4.70	   -6.81	 9.9701	 0.696
000.5171946075	-30.6852300985	   163	000.51714277	-30.68523477	   3.81	   18.34	    1.92	 9.0205	 0.107
000.5191323270	+59.9401022148	   164	000.51857843	+59.94001202	   3.46	  114.15	   37.11	 8.1400	 0.970
000.5197273842	-22.3274878731	   165	000.51974507	-22.32747042	   1.31	   -6.73	   -7.18	10.2635	 0.450
000.5213210410	-56.5149310748	   166	000.52152655	-56.51490167	   9.38	  -46.65	  -12.10	 8.9970	 0.660
000.5278233401	+39.1832017612	   167	000.52780725	+39.18321350	   4.34	    5.13	   -4.83	 8.6055	 0.060
000.5334285689	-02.8200714233	   168	000.53352211	-02.81984558	   1.43	  -38.44	  -92.92	 9.7303	 1.113
000.5364004262	-68.2807644226	   169	000.53502147	-68.28020623	  65.24	  209.95	 -229.66	 9.3369	 1.390
000.5375950631	-20.8716627703	   170	000.53767763	-20.87164218	   4.71	  -31.74	   -8.47	 9.7406	 0.509
000.5423184436	+27.0822585152	   171	000.54018854	+27.08448917	  82.17	  780.22	 -917.75	 5.8735	 0.690
000.5428743742	+67.4089513465	   172	000.54288095	+67.40895635	   1.14	   -1.04	   -2.06	 9.2041	 0.976
000.5495668424	+47.5772050422	   173	000.54959938	+47.57722223	   2.63	   -9.03	   -7.07	 8.5172	 0.248
000.5516342581	+59.9653423070	   174	000.55156666	+59.96533825	   4.72	   13.92	    1.67	 9.0247	 1.035
000.5524061273	+49.7710842156	   175	000.55243597	+49.77113898	   4.52	   -7.93	  -22.53	 7.9969	 0.923
000.5534025143	+44.4282622480	   176	000.55333448	+44.42827744	   4.63	   19.99	   -6.25	 8.9785	 0.530
000.5602255665	-11.9643514385	   177	000.56020422	-11.96434736	   4.20	    8.59	   -1.68	 8.9846	 0.172
000.5680502053	-27.1351527390	   178	000.56779596	-27.13517299	   9.19	   93.09	    8.33	 8.0951	 0.556
000.5695196262	-13.4074358681	   179	000.56886216	-13.40751571	  15.32	  263.13	   32.85	 7.0259	 0.534
000.5709086388	-09.1749282827	   180	000.57090236	-09.17489489	   3.49	    2.55	  -13.74	 8.6374	 1.171
000.5737704422	+60.7031680496	   181	000.57381664	+60.70319449	   2.75	   -9.30	  -10.88	 6.7960	 1.832
000.5811899117	+52.5864078082	   182	000.58116835	+52.58643707	   2.32	    5.39	  -12.04	 8.7103	 1.003
000.5830014719	-29.7204131369	   183	000.58297533	-29.72044838	   6.49	    9.34	   14.50	 4.9895	-0.150
000.5897683053	+11.0062373268	   184	000.58977573	+11.00634092	  32.06	   -3.00	  -42.62	 8.6200	 0.888
000.5900407384	+10.7853659630	   185	000.59015022	+10.78564395	  12.92	  -44.25	 -114.37	 8.6444	 0.530
000.6006956323	+08.9568246284	   186	000.60069765	+08.95683357	   8.14	   -0.82	   -3.68	 6.3912	 0.182
000.6022879492	-06.0592678841	   187	000.60211392	-06.05918192	   7.77	   71.20	  -35.37	 9.0992	 0.500
000.6026973734	+06.3330117326	   188	000.60250408	+06.33313671	   9.95	   79.04	  -51.42	 8.7493	 0.488
000.6052341932	+54.1351383849	   189	000.60528709	+54.13515732	   2.46	  -12.75	   -7.79	 9.6208	 0.237
000.6054354020	+10.7763652517	   190	000.60555599	+10.77665181	  11.43	  -48.74	 -117.90	 8.8555	 0.570
000.6129751135	-46.0288792794	   191	000.61228757	-46.02884117	  26.06	  196.40	  -15.68	12.6969	 1.490
000.6198243828	+08.3938607821	   192	000.61983124	+08.39393025	   3.67	   -2.79	  -28.58	 8.3264	 1.032
000.6217297836	-39.2125907446	   193	000.62164019	-39.21249916	   4.53	   28.56	  -37.68	 9.6224	 0.944
000.6237579856	+08.4854631421	   194	000.62398923	+08.48557840	  27.10	  -94.10	  -47.42	 5.7806	 0.315
000.6257795018	+47.4228897997	   195	000.62573718	+47.42295965	   8.50	   11.78	  -28.74	 7.7337	 0.517
000.6270039156	+51.8299778834	   196	000.62700435	+51.82997949	  -0.48	   -0.11	   -0.66	 9.0616	 1.677
000.6323045544	+42.1477794415	   197	000.63232911	+42.14779896	   1.40	   -7.49	   -8.03	 9.1315	 0.952
000.6327470081	+15.3351714968	   198	000.63269580	+15.33519009	   4.50	   20.32	   -7.65	 9.0108	 0.276
000.6350024852	+16.2565634332	   199	000.63503233	+16.25655092	   3.93	  -11.79	    5.15	 7.2682	 0.074
000.6354896938	-33.9926330799	   200	000.63546372	-33.99267216	   3.87	    8.86	   16.08	10.4003	 0.323
000.6392781340	+18.6834050986	   201	000.63931416	+18.68336439	  10.85	  -14.04	   16.75	 8.3428	 0.474
000.6417479873	+54.5521395394	   202	000.64173420	+54.55216095	   1.45	    3.29	   -8.81	 8.6895	 0.303
000.6422832041	-15.8312518288	   203	000.64222924	-15.83126957	   2.56	   21.36	    7.30	 9.3429	 0.981
000.6452228875	-43.9479293963	   204	000.64508431	-43.94791323	   1.52	   41.05	   -6.65	 8.6903	 1.274
000.6456489950	-05.1866480294	   205	000.64571089	-05.18664436	   8.02	  -25.36	   -1.51	 8.6326	 0.384
000.6467927947	+18.8360434431	   206	000.64684023	+18.83599583	   9.62	  -18.47	   19.59	 8.6621	 0.436
000.6503787812	+66.0989567334	   207	000.65034381	+66.09896232	   0.73	    5.83	   -2.30	 6.0384	 1.073
000.6500626815	-67.6342881422	   208	000.64992944	-67.63428119	   3.41	   20.86	   -2.86	 9.5725	 0.967
000.6601733901	+66.1003724478	   209	000.66015569	+66.10038117	  -7.07	    2.95	   -3.59	 7.3013	 0.085
000.6621347952	-08.4879572230	   210	000.66214851	-08.48794366	   7.42	   -5.58	   -5.58	 9.1827	 0.470
000.6632199382	-37.9477180282	   211	000.66317885	-37.94768057	   5.10	   13.33	  -15.41	 9.6688	 0.832
000.6635005502	-29.0752431288	   212	000.66344290	-29.07525134	   5.16	   20.73	    3.38	10.3113	 0.318
000.6670275612	+51.4724009957	   213	000.66686325	+51.47241286	   6.96	   42.11	   -4.88	 7.8636	 1.003
000.6691762363	+28.5422199398	   214	000.66917300	+28.54222157	   3.77	    1.17	   -0.67	 8.2428	 0.290
000.6745221111	+75.0362091806	   215	000.67449048	+75.03619350	   2.18	    3.36	    6.45	 9.2965	 1.800
000.6768834694	+42.9206486733	   216	000.67692240	+42.92069160	   3.87	  -11.73	  -17.66	 7.9540	 0.016
000.6741978602	+82.9732025131	   217	000.67441582	+82.97320956	   2.85	  -10.97	   -2.90	 7.3384	 0.118
000.6796199147	-57.6336684786	   218	000.67974990	-57.63363088	   2.81	  -28.63	  -15.47	 8.5823	 1.005
000.6903058989	+06.0343994119	   219	000.69022940	+06.03445240	  10.18	   31.30	  -21.80	 8.6941	 0.602
000.6917806436	+35.8154673059	   220	000.69173940	+35.81547280	   5.67	   13.76	   -2.26	 7.5730	 0.180
000.6939636577	+80.2822860121	   221	000.69321359	+80.28224139	   6.72	   52.09	   18.36	 7.7880	 0.483
000.6944653692	-40.9832308775	   222	000.69448037	-40.98317976	   2.37	   -4.66	  -21.03	 9.0207	 1.113
000.6965585442	+02.1301526094	   223	000.69641122	+02.13037637	  23.46	   60.57	  -92.06	 7.2894	 0.617
000.6962604762	+03.8604155223	   224	000.69625200	+03.86040502	   2.88	    3.48	    4.32	 9.1789	 1.010
000.7001177411	-15.0405422914	   225	000.70006381	-15.04053138	   8.58	   21.43	   -4.49	 9.1436	 0.489
000.7004565243	-24.9452968992	   226	000.70031217	-24.94525466	  -0.11	   53.85	  -17.38	10.5291	 0.254
000.7048453764	+80.2865605935	   227	000.70411904	+80.28651424	  11.46	   50.42	   19.07	 9.9156	 0.442
000.7102676554	+28.2519052171	   228	000.71015210	+28.25189136	   9.92	   41.88	    5.70	 7.7548	 0.532
000.7139982460	+47.2522704871	   229	000.71393422	+47.25228028	   2.85	   17.88	   -4.03	 8.3179	 0.128
000.7158825514	+30.3365416371	   230	000.71569533	+30.33651580	   7.61	   66.48	   10.63	 8.5372	 0.423
000.7237647156	-58.7813982693	   231	000.72341366	-58.78139081	   3.52	   74.86	   -3.07	 9.6924	 0.500
000.7301158990	-30.1497737973	   232	000.73006117	-30.14977983	   5.42	   19.47	    2.48	 8.4408	 0.007
000.7319202711	+71.3585179486	   233	000.73197578	+71.35854330	   2.97	   -7.30	  -10.43	 8.6593	 1.180
000.7336083923	+70.2379996318	   234	000.73358028	+70.23800777	   2.04	    3.91	   -3.35	 9.7232	 0.310
000.7364403230	+71.3680327009	   235	000.73646748	+71.36804434	   3.39	   -3.57	   -4.79	 9.3380	 1.222
000.7378633716	-00.8938732362	   236	000.73781682	-00.89382980	   2.72	   19.15	  -17.87	 8.2501	 1.260
000.7393002739	-39.5274144522	   237	000.73911205	-39.52732250	   6.33	   59.73	  -37.83	 9.1590	 0.903
000.7395355886	-20.0458844697	   238	000.73927406	-20.04607413	  16.35	  101.08	   78.03	 6.3687	 0.526
000.7431878875	+03.3819328034	   239	000.74317394	+03.38193742	   6.02	    5.73	   -1.90	 8.6684	 0.521
000.7437313839	+09.7952296820	   240	000.74376836	+09.79522011	   3.37	  -14.99	    3.94	10.9356	 0.565
