RAJ2000	DEJ2000	HIP	RArad	DErad	Plx	pmRA	pmDE	Hpmag	B-V
220.4360325974	+09.5277039586	 71840	220.43615314	+09.52765484	   2.19	  -48.91	   20.21	 7.8930	 0.956
220.4363223987	-42.6840979773	 71841	220.43638175	-42.68409482	  -4.17	  -17.95	   -1.30	10.8500	 0.000
220.4396681840	+00.3929037874	 71842	220.43963897	+00.39291178	   2.39	   12.02	   -3.29	 8.3103	 1.047
220.4409486791	+24.5383090091	 71843	220.44110188	+24.53835470	  15.92	  -57.34	  -18.80	 7.7698	 0.493
220.4424282534	-43.9304182022	 71844	220.44263480	-43.93060431	   6.15	  -61.20	   76.57	 8.9160	 0.451
220.4433853454	+13.5758596019	 71845	220.44337324	+13.57586398	   9.15	    4.84	   -1.80	 9.7991	 0.552
220.4441971507	+33.0115084747	 71846	220.44422773	+33.01164828	  11.98	  -10.55	  -57.52	 9.3099	 0.715
220.4464452869	-64.3490734500	 71847	220.44654776	-64.34902445	   5.27	  -18.25	  -20.16	 8.8134	 0.503
220.4489641498	+43.1302288432	 71848	220.44925243	+43.13023451	  13.85	  -86.56	   -2.33	 8.5639	 0.550
220.4501681643	+43.4817648110	 71849	220.45020337	+43.48179349	   5.73	  -10.51	  -11.80	 9.0135	 0.767
220.4523923361	-18.6707523283	 71850	220.45245019	-18.67067457	  11.88	  -22.55	  -31.99	 8.3583	 0.496
220.4524427365	+25.9836648983	 71851	220.45266802	+25.98362443	   7.40	  -83.32	   16.65	 8.3671	 0.308
220.4629018646	-63.8192872467	 71852	220.46293596	-63.81926352	   3.30	   -6.19	   -9.76	10.7051	 0.385
220.4634878469	-30.9331582340	 71853	220.46353185	-30.93311966	   2.83	  -15.53	  -15.87	 6.3577	-0.083
220.4648204796	+18.4958947761	 71854	220.46482227	+18.49599642	   4.87	   -0.70	  -41.82	 7.6945	 1.039
220.4685755326	-75.1394772497	 71855	220.46744321	-75.13943200	  50.01	  119.48	  -18.62	 6.8710	 0.707
220.4763112962	-69.0890875533	 71856	220.47635216	-69.08907069	   5.11	   -6.00	   -6.94	 9.0649	 0.231
220.4759719627	+21.1235525613	 71857	220.47600346	+21.12368867	   7.03	  -12.09	  -56.00	 6.5588	 0.928
220.4797808051	-61.7640444221	 71858	220.48001173	-61.76395707	  10.37	  -44.95	  -35.94	 9.7082	 0.558
220.4817592710	-29.3598582791	 71859	220.48158732	-29.35955883	  12.07	   61.66	 -123.20	 8.2478	 0.487
220.4823157776	-47.3881987461	 71860	220.48239095	-47.38814121	   7.02	  -20.94	  -23.67	 2.2296	-0.154
220.4832529107	-58.6158281723	 71861	220.48305381	-58.61573462	  23.43	   42.66	  -38.49	 6.3140	 0.454
220.4881985830	-28.0657631695	 71862	220.48821398	-28.06577141	   4.91	   -5.59	    3.39	 7.1605	 1.389
220.4890663906	+14.4539089204	 71863	220.48919232	+14.45385788	   4.63	  -50.17	   21.00	10.2593	 0.582
220.4895742741	+01.6259968393	 71864	220.48958035	+01.62598522	   4.01	   -2.50	    4.78	 8.3534	 1.413
220.4899611648	-37.7934983401	 71865	220.49005319	-37.79342377	   9.62	  -29.92	  -30.68	 3.9422	-0.157
220.4903154232	+85.2950249379	 71866	220.49008578	+85.29498675	   3.13	    7.75	   15.71	 8.9686	 0.420
220.4910473544	+17.8850909197	 71867	220.49095597	+17.88542303	  15.38	   35.78	 -136.64	 8.5684	 0.623
220.4946651939	-03.5236253644	 71868	220.49463919	-03.52358650	   1.47	   10.68	  -15.99	 8.7234	 1.544
220.4974407214	-00.6516297644	 71869	220.49741945	-00.65162104	   3.09	    8.75	   -3.59	 9.3542	 0.410
220.4987855884	-77.0114509725	 71870	220.49900641	-77.01142195	   5.56	  -20.42	  -11.94	 6.3357	-0.027
220.5015472606	-28.8181323867	 71871	220.50152840	-28.81813849	   4.14	    6.80	    2.51	 8.1643	 0.210
220.5029452737	+52.0053185287	 71872	220.50290417	+52.00530771	  14.81	   10.41	    4.45	 7.6391	 0.400
220.5094544590	-12.2349023709	 71873	220.50943804	-12.23490184	   6.12	    6.60	   -0.22	 6.9796	 1.216
220.5102683127	-46.2979481801	 71874	220.51030750	-46.29793156	   0.54	  -11.14	   -6.84	 7.3627	-0.015
220.5119742504	-13.8540667918	 71875	220.51210182	-13.85404239	   8.60	  -50.96	  -10.04	 8.1843	 0.823
220.5135378550	+61.2619152224	 71876	220.51315528	+61.26198748	  24.59	   75.68	  -29.73	 6.3117	 0.409
220.5234402703	-58.3596605906	 71877	220.52345074	-58.35966064	   1.77	   -2.26	    0.02	 7.7348	 0.156
220.5295475980	+49.1267909676	 71878	220.52957999	+49.12674236	   1.29	   -8.72	   20.00	10.2576	 0.534
220.5365717982	-04.8524458437	 71879	220.53656304	-04.85243576	   1.48	    3.59	   -4.15	 9.0075	 1.096
220.5384951027	-41.6614994658	 71880	220.53856258	-41.66146544	   1.97	  -20.74	  -14.00	 9.0728	 0.959
220.5392884245	+67.2887879530	 71881	220.53950536	+67.28882524	   3.10	  -34.46	  -15.34	 9.8238	 1.293
220.5404262477	+49.1243041038	 71882	220.54043197	+49.12428677	   2.23	   -1.54	    7.13	 8.8688	 1.050
220.5404820323	-81.4621395800	 71883	220.54058992	-81.46213236	   2.56	   -6.59	   -2.97	 9.0045	 1.747
220.5428882910	-51.6755388290	 71884	220.54306671	-51.67547748	   9.12	  -45.52	  -25.24	 8.8781	 0.454
220.5451448040	-57.8058873607	 71885	220.54519918	-57.80586750	   4.84	  -11.92	   -8.17	 8.7030	 0.068
220.5466644543	+03.9386187526	 71886	220.54673284	+03.93866311	   9.91	  -28.07	  -18.25	 9.0264	 0.383
220.5471719793	+31.9267528429	 71887	220.54707516	+31.92662808	  14.10	   33.81	   51.33	 8.8911	 0.461
220.5473275807	+31.1367249500	 71888	220.54739914	+31.13676705	   4.22	  -25.20	  -17.32	 9.1788	 1.086
220.5526461763	+39.4080376263	 71889	220.55270060	+39.40791513	   7.32	  -17.30	   50.40	 8.3191	 1.010
220.5546570183	-32.7703203428	 71890	220.55502736	-32.76999958	  15.03	 -128.12	 -131.97	 6.7941	 0.912
220.5635300447	+40.0552558186	 71891	220.56334409	+40.05539820	   5.29	   58.56	  -58.58	 8.9064	 0.477
220.5666334477	-17.8228759871	 71892	220.56668188	-17.82288598	   6.07	  -18.97	    4.11	 8.8772	 0.379
220.5682833325	-33.6337258368	 71893	220.56826882	-33.63374404	   6.02	    4.97	    7.49	 7.6885	 0.979
220.5694988981	+50.1145731280	 71894	220.56949086	+50.11458285	   5.33	    2.12	   -4.00	 9.7078	 0.644
220.5802507500	+11.0755906197	 71895	220.58021055	+11.07563507	   1.04	   16.23	  -18.29	 8.2589	 1.033
220.5809288326	+56.5221328107	 71896	220.58068583	+56.52227164	   7.31	   55.15	  -57.12	 9.3093	 0.428
220.5851178427	+36.6125223813	 71897	220.58506942	+36.61258682	   2.34	   15.99	  -26.51	 8.8399	 0.931
220.5899186753	+66.0557928965	 71898	220.59172389	+66.05588060	  93.17	 -301.43	  -36.08	10.8699	 1.615
220.5962557049	+21.2930845468	 71899	220.59653433	+21.29316631	  21.60	 -106.81	  -33.64	 7.5816	 0.533
220.5968714899	+54.8034017044	 71900	220.59680377	+54.80343670	   2.08	   16.06	  -14.40	 7.3835	 1.435
220.5973732705	-23.4256728518	 71901	220.59741645	-23.42565924	   2.31	  -16.30	   -5.60	 7.3116	 1.136
220.6051504902	-26.5807997239	 71902	220.60524173	-26.58078648	   8.12	  -33.57	   -5.45	 9.6555	 0.617
220.6064858316	-05.0854634377	 71903	220.60647714	-05.08543656	   2.83	    3.56	  -11.06	 8.4311	 1.465
220.6094059156	+19.5035254733	 71904	220.61008061	+19.50395736	  39.66	 -261.66	 -177.69	10.1208	 1.340
220.6168734523	+41.1516133854	 71905	220.61702914	+41.15159674	   0.61	  -48.23	    6.85	 9.5575	 0.939
220.6173020422	-25.7404973462	 71906	220.61729508	-25.74049555	   1.90	    2.58	   -0.74	 9.3307	 1.532
220.6199559051	+05.3169884385	 71907	220.61992090	+05.31704140	   4.82	   14.34	  -21.79	 9.8325	 0.620
220.6267482518	-64.9751370698	 71908	220.62785450	-64.97456951	  60.35	 -192.53	 -233.51	 3.2465	 0.256
220.6304275681	+02.2952154671	 71909	220.63045180	+02.29524303	   5.76	   -9.96	  -11.34	 7.9672	 1.025
220.6309661528	-54.5990565197	 71910	220.63100459	-54.59904964	   3.50	   -9.16	   -2.83	 7.5836	 0.190
220.6316339544	+60.2309781228	 71911	220.63171013	+60.23098631	   9.23	  -15.56	   -3.37	 8.1937	 0.380
220.6361870493	+04.6640457903	 71912	220.63612989	+04.66407138	   9.22	   23.44	  -10.53	 9.2088	 0.437
220.6376473228	-38.9524347254	 71913	220.63767705	-38.95243169	  -0.40	   -9.51	   -1.25	10.5805	 0.152
220.6402000082	+19.4797820909	 71914	220.64085712	+19.48015615	  46.34	 -254.88	 -153.90	 9.1499	 1.290
220.6453924511	+04.4867335542	 71915	220.64541478	+04.48680465	   4.04	   -9.16	  -29.25	 8.0160	 1.109
220.6455154570	-21.1937747477	 71916	220.64547763	-21.19378321	   6.93	   14.51	    3.48	 8.9543	 0.408
220.6465642991	+22.7298872267	 71917	220.64666185	+22.72986222	   4.31	  -37.02	   10.29	10.8517	 0.604
220.6473161097	+72.8598817434	 71918	220.64732238	+72.85990058	   3.07	   -0.76	   -7.75	 9.3165	 1.337
220.6473065481	-74.8636412669	 71919	220.64732349	-74.86363942	  -0.07	   -1.82	   -0.76	10.2010	 0.040
220.6473779881	-54.5786843106	 71920	220.64742320	-54.57865507	   0.87	  -10.78	  -12.03	 8.9220	 0.147
220.6480798853	+20.4916102979	 71921	220.64813279	+20.49159360	   3.90	  -20.39	    6.87	 8.1056	 1.099
220.6514772769	-32.7263268377	 71922	220.65146662	-32.72626751	 -31.80	    3.69	  -24.41	12.0585	 0.000
220.6546625584	-44.1785657352	 71923	220.65484940	-44.17850762	   7.61	  -55.13	  -23.91	 9.1302	 0.482
220.6627690289	+17.2524800453	 71924	220.66285378	+17.25245151	   4.33	  -33.30	   11.74	 9.4965	 0.518
220.6648324242	+36.7567627278	 71925	220.66474654	+36.75678664	   9.02	   28.31	   -9.84	 7.3329	 0.173
220.6665471855	-05.9644268758	 71926	220.66668587	-05.96446936	  12.05	  -56.75	   17.48	 8.5199	 0.505
220.6712167399	-54.4719817149	 71927	220.67120909	-54.47192579	   3.41	    1.83	  -23.01	 8.9769	 0.522
220.6719853780	-05.9691864165	 71928	220.67211947	-05.96921981	  -3.62	  -54.87	   13.74	 9.7577	 0.821
220.6773880553	-74.3115480037	 71929	220.67638673	-74.31151663	  18.62	  111.40	  -12.91	 8.5283	 0.630
220.6762087847	+15.3674594725	 71930	220.67619641	+15.36742668	  11.31	    4.91	   13.49	 9.2533	 0.602
220.6768448521	+14.7085761563	 71931	220.67687860	+14.70859412	  15.82	  -13.43	   -7.39	 6.6656	 0.366
220.6795839903	-49.2499822389	 71932	220.67933556	-49.24998603	  15.97	   66.72	    1.56	 8.9877	 0.657
220.6815304394	-48.7996254756	 71933	220.68166715	-48.79954036	  11.92	  -37.05	  -35.02	 8.6086	 0.606
220.6877658791	-19.3116989375	 71934	220.68793264	-19.31174259	   5.67	  -64.75	   17.96	 7.0390	 1.200
220.6902782074	-36.7663645062	 71935	220.69033267	-36.76635284	   1.77	  -17.95	   -4.80	 9.3955	 0.582
220.6912320760	-30.0227365738	 71936	220.69165863	-30.02261271	   8.19	 -151.95	  -50.96	10.9268	 0.797
220.6937865340	-55.1818277136	 71937	220.69376453	-55.18180445	   7.25	    5.17	   -9.57	 7.8633	 0.456
220.6973657102	+14.6946449938	 71938	220.69744755	+14.69471682	  15.19	  -32.57	  -29.55	 9.0424	 0.718
220.7025329528	+04.0457480003	 71939	220.70241936	+04.04563194	  13.64	   46.62	   47.75	 8.9162	 0.477
220.7031950185	-68.9319178245	 71940	220.70319110	-68.93191014	   5.40	    0.58	   -3.16	 8.6660	 1.188
220.7045852004	-45.5975457165	 71941	220.70461674	-45.59754052	  -0.62	   -9.08	   -2.14	 8.2389	 0.474
220.7163396883	-58.0865688382	 71942	220.71637495	-58.08655919	   2.91	   -7.67	   -3.97	 7.3937	 0.093
220.7166200354	-24.4918635934	 71943	220.71728468	-24.49176815	  14.11	 -248.85	  -39.27	 7.9259	 0.664
220.7177422684	-75.8245958012	 71944	220.71811545	-75.82452962	   5.14	  -37.60	  -27.23	 7.6288	 1.011
220.7224105271	+29.0880523650	 71945	220.72240124	+29.08803343	   5.62	    3.34	    7.79	 8.2304	 0.055
220.7295621109	+08.0761856671	 71946	220.72957615	+08.07616771	   5.05	   -5.72	    7.39	 7.4369	 0.377
220.7296572514	-52.6456189890	 71947	220.72973068	-52.64559459	   3.05	  -18.33	  -10.04	 8.1941	 1.377
220.7314411896	+02.6799292567	 71948	220.73176123	+02.68015367	   5.33	 -131.53	  -92.33	 9.3384	 0.783
220.7342238144	-50.2306759671	 71949	220.73436649	-50.23067845	   4.70	  -37.55	    1.02	 9.1940	 0.480
220.7347404499	-40.6263914579	 71950	220.73513031	-40.62624745	   6.76	 -121.74	  -59.25	 9.5606	 0.858
220.7405398545	+07.6136395942	 71951	220.74059025	+07.61364202	   3.01	  -20.55	   -1.00	 8.4371	 1.038
220.7444130424	-37.3416527504	 71952	220.74448727	-37.34173855	   2.74	  -24.28	   35.30	 8.8328	 1.075
220.7448231157	-56.3843487192	 71953	220.74482676	-56.38434466	  -1.62	   -0.83	   -1.67	 8.8964	 0.140
220.7460346218	+21.7725953666	 71954	220.74598584	+21.77267101	   8.15	   18.64	  -31.12	 8.5740	 0.476
220.7470356712	-74.1195364352	 71955	220.74707085	-74.11949312	   6.81	   -3.96	  -17.82	 8.9961	 0.401
220.7561259946	+64.1733589369	 71956	220.75622620	+64.17333774	   3.86	  -17.96	    8.72	 9.0305	 0.976
220.7650950908	-05.6582035311	 71957	220.76484283	-05.65742908	  54.73	  103.28	 -318.63	 3.9589	 0.385
220.7649233274	+24.4135438512	 71958	220.76510724	+24.41351566	   2.03	  -68.90	   11.60	 9.7913	 0.604
220.7681849535	+59.0420589808	 71959	220.76815585	+59.04206583	   3.20	    6.16	   -2.82	 9.2394	 0.227
220.7686400008	-62.2073123260	 71960	220.76849858	-62.20725701	   8.97	   27.13	  -22.76	 7.4562	 0.159
220.7690003574	+43.9942546064	 71961	220.76897836	+43.99425978	   2.44	    6.51	   -2.13	 9.4254	 1.019
220.7698761597	+10.2487169306	 71962	220.76995552	+10.24869822	   1.20	  -32.13	    7.70	 8.9690	 0.426
220.7716127653	-65.2290080754	 71963	220.77165285	-65.22898576	   0.44	   -6.91	   -9.18	 7.8736	 0.013
220.7748711978	+65.8906108586	 71964	220.77481872	+65.89058954	   2.12	    8.82	    8.77	 8.9064	 0.999
220.7787847931	+42.9020030477	 71965	220.77873204	+42.90199483	   3.83	   15.90	    3.38	 8.9650	 1.054
220.7850222448	-57.0115821391	 71966	220.78532053	-57.01147743	   5.92	  -66.82	  -43.08	 9.8070	 0.651
220.7869348647	-30.3592835902	 71967	220.78697078	-30.35919094	   2.80	  -12.75	  -38.12	 8.7076	 1.021
220.7889319687	-58.2664628975	 71968	220.78890711	-58.26645371	   5.18	    5.38	   -3.78	 7.2471	 1.423
220.7905302741	-09.3442597802	 71969	220.79056493	-09.34422201	   5.03	  -14.07	  -15.54	 9.1645	 0.484
220.7917621448	-25.1101783123	 71970	220.79198174	-25.11010401	   8.52	  -81.81	  -30.57	 8.2563	 0.461
220.8000635125	+06.9581306738	 71971	220.80022845	+06.95813123	   6.93	  -67.36	   -0.23	10.7368	 0.590
220.8035666876	+01.3296485938	 71972	220.80354755	+01.32972051	   6.23	    7.87	  -29.59	 9.7060	 0.464
220.8044765721	+01.8247172317	 71973	220.80455728	+01.82476229	   6.42	  -33.19	  -18.54	 7.3390	 0.027
220.8064637554	-24.9977525990	 71974	220.80652321	-24.99773106	   6.56	  -22.17	   -8.86	 5.7097	 0.006
220.8138963870	-47.5704926452	 71975	220.81391905	-47.57048275	   2.03	   -6.29	   -4.07	 6.8986	-0.051
220.8178775017	+29.6987086748	 71976	220.81775674	+29.69886652	   3.68	   43.16	  -64.94	 9.2593	 0.972
220.8192387239	-37.5402738037	 71977	220.81923173	-37.54026068	   6.68	    2.28	   -5.40	 8.9231	 0.513
220.8255311704	+25.0010598708	 71978	220.82554032	+25.00107018	   1.56	   -3.41	   -4.24	 9.5245	 1.636
220.8248795883	+05.8277101197	 71979	220.82707054	+05.82770981	  12.86	 -896.76	    0.13	10.5704	 0.714
220.8291129631	+54.7482911493	 71980	220.82926924	+54.74823092	   6.13	  -37.11	   24.78	 8.6997	 1.094
220.8293304547	+26.7497638375	 71981	220.83023490	+26.74973057	  13.55	 -332.29	   13.69	 9.7993	 0.733
220.8303962479	-10.5887229374	 71982	220.83045312	-10.58866247	   8.17	  -23.00	  -24.88	 8.5848	 0.538
220.8336801488	+09.4912429136	 71983	220.83368924	+09.49134004	   2.58	   -3.69	  -39.96	10.4527	 0.410
220.8351789638	+30.7103725297	 71984	220.83507883	+30.71028795	  10.42	   35.42	   34.80	 9.2385	 0.581
220.8378624272	+53.7938689034	 71985	220.83806380	+53.79385048	   4.43	  -48.94	    7.58	 7.4576	 1.021
220.8397801498	-41.0242074095	 71986	220.83977741	-41.02423721	   6.56	    0.85	   12.26	 8.0925	 0.453
220.8407351800	-27.3549636738	 71987	220.84064496	-27.35498207	   9.57	   32.97	    7.57	 9.7759	 0.703
220.8416020115	-65.2808208768	 71988	220.84165118	-65.28081254	   3.56	   -8.46	   -3.43	10.1492	 0.351
220.8430371219	+51.9181068551	 71989	220.84328531	+51.91781932	  21.26	  -62.98	  118.30	 8.3547	 0.659
220.8459697220	-66.7786066131	 71990	220.84603241	-66.77859096	   1.92	  -10.17	   -6.44	 8.8832	 0.082
220.8489865259	+26.6564659757	 71991	220.84903039	+26.65658310	   6.46	  -16.13	  -48.19	 8.8519	 0.540
220.8509040169	-23.0164962983	 71992	220.85090631	-23.01646631	   3.49	   -0.87	  -12.34	 8.8593	 1.071
220.8512645469	+58.6011879950	 71993	220.85127262	+58.60122324	   3.34	   -1.73	  -14.50	 9.7825	 0.238
220.8547942756	-54.8516390892	 71994	220.85472153	-54.85162050	   6.58	   17.23	   -7.65	 7.6008	 0.235
220.8556793569	+26.5278517585	 71995	220.85571622	+26.52789084	   4.63	  -13.57	  -16.08	 4.8689	 1.672
220.8573223436	+45.7613183826	 71996	220.85735635	+45.76132006	   0.26	   -9.76	   -0.69	 9.8304	 1.058
220.8576535541	-09.6997417131	 71997	220.85761104	-09.69966804	   7.61	   17.24	  -30.31	 6.6892	 1.023
220.8612617561	+09.4936826797	 71998	220.86127538	+09.49370737	   2.50	   -5.53	  -10.16	10.3570	 0.550
220.8646229038	-30.2082012261	 71999	220.86475090	-30.20807865	  10.04	  -45.51	  -50.43	 7.8436	 0.510
220.8672515320	-62.9666710035	 72000	220.86727453	-62.96665963	   0.53	   -4.30	   -4.68	 6.3663	-0.086
220.8682474107	-63.3581137915	 72001	220.86828259	-63.35810424	   1.78	   -6.49	   -3.93	 9.3760	 0.142
220.8729905423	-03.9497173083	 72002	220.87292033	-03.94951538	   7.19	   28.82	  -83.08	 9.6925	 0.689
220.8823347797	-39.2078539329	 72003	220.88233042	-39.20783760	   3.66	    1.39	   -6.72	 8.8008	 0.494
220.8854550439	+53.0651169067	 72004	220.88552312	+53.06517405	   4.23	  -16.83	  -23.51	10.7187	 0.740
220.8921999925	-77.0509135129	 72005	220.89295817	-77.05073815	   9.29	  -69.90	  -72.15	 8.9995	 0.566
220.9036701388	+48.9827283447	 72006	220.90366514	+48.98272681	   1.30	    1.35	    0.63	 8.8911	 0.908
220.9102865783	+37.7498210857	 72007	220.91037068	+37.74969261	   6.61	  -27.36	   52.86	 9.5240	 0.495
220.9143231177	+15.9638174731	 72008	220.91438700	+15.96385503	   2.21	  -25.27	  -15.45	 8.6257	 1.183
220.9146100046	+62.5633458178	 72009	220.91453536	+62.56333298	   6.05	   14.15	    5.28	 8.1791	 0.235
220.9143317456	-35.1736551806	 72010	220.91451450	-35.17322536	  15.57	  -61.46	 -176.84	 4.2045	 1.356
220.9229154838	-27.7710251672	 72011	220.92308258	-27.77083622	   8.07	  -60.83	  -77.74	 8.4396	 0.591
220.9351415111	+40.4592543248	 72012	220.93518547	+40.45920326	   4.77	  -13.76	   21.01	 5.8670	 1.398
220.9405956655	-51.4118561139	 72013	220.94101306	-51.41179401	  13.41	 -107.11	  -25.55	 9.4188	 0.708
220.9420681866	+00.0474313645	 72014	220.94249460	+00.04758417	  14.64	 -175.44	  -62.87	 9.2270	 0.620
220.9435145557	-02.5055509557	 72015	220.94359092	-02.50548937	   7.27	  -31.39	  -25.34	 7.2706	 0.178
220.9448806662	+43.7208112131	 72016	220.94477705	+43.72089874	   7.45	   30.81	  -36.01	 9.0627	 0.470
220.9505069552	-54.2402304168	 72017	220.95070759	-54.23992944	  12.64	  -48.24	 -123.83	 8.8752	 0.594
220.9567769416	-26.0125962382	 72018	220.95677194	-26.01259850	   5.00	    1.85	    0.93	 8.3211	 0.109
220.9573081159	-58.7933041617	 72019	220.95732998	-58.79330180	   1.08	   -4.66	   -0.97	 8.5803	 0.100
220.9622971735	-06.6882488251	 72020	220.96223107	-06.68816451	  11.70	   27.01	  -34.69	 8.8428	 0.509
220.9676728286	+50.6153018786	 72021	220.96781586	+50.61521778	   5.42	  -37.34	   34.60	 8.7780	 0.504
220.9689050905	+14.3981681950	 72022	220.96894160	+14.39817617	   7.80	  -14.55	   -3.28	 8.9123	 0.367
220.9840106111	-11.8746044462	 72023	220.98521223	-11.87439323	   9.06	 -483.80	  -86.90	11.6111	 0.625
220.9926948052	-50.6710158467	 72024	220.99277875	-50.67097825	   2.47	  -21.89	  -15.47	 8.7478	 0.543
220.9983289896	+07.3707342281	 72025	220.99841354	+07.37075795	   3.01	  -34.50	   -9.76	10.5319	 0.670
221.0079225635	+56.1070144002	 72026	221.00802835	+56.10699970	   0.24	  -24.27	    6.05	 8.8475	 1.421
221.0080550819	-28.5011216533	 72027	221.00837795	-28.50095103	   7.21	 -116.74	  -70.20	 9.6590	 0.696
221.0147234560	+61.1014920100	 72028	221.01451850	+61.10156704	  10.28	   40.75	  -30.87	 9.5656	 0.557
221.0148107526	+61.0982768557	 72029	221.01460487	+61.09835332	  12.17	   40.94	  -31.46	 6.9661	 0.409
221.0147835910	-30.7987159373	 72030	221.01531474	-30.79879724	  10.86	 -187.71	   33.45	 8.8602	 0.616
221.0156442398	+12.5613958517	 72031	221.01573618	+12.56135524	   4.32	  -36.92	   16.71	10.1010	 0.402
221.0171272437	-56.3590342926	 72032	221.01720025	-56.35900192	   4.24	  -16.64	  -13.32	 8.6159	 0.279
221.0180992582	-40.9895173792	 72033	221.01816446	-40.98946561	   6.42	  -20.25	  -21.30	 9.3059	 0.635
221.0298652733	+22.7982426477	 72034	221.02982646	+22.79823715	   2.51	   14.72	    2.26	 8.8809	 0.912
221.0322489370	-28.3529054114	 72035	221.03225438	-28.35285639	   5.17	   -1.97	  -20.17	 8.1063	 1.172
221.0338922857	-74.9880793975	 72036	221.03428997	-74.98804051	   6.94	  -42.38	  -16.00	 8.7347	 0.505
221.0349882314	-30.8767628646	 72037	221.03497365	-30.87674114	   4.31	    5.15	   -8.94	 9.3649	 0.501
221.0370703474	-34.1547426315	 72038	221.03702447	-34.15475238	   6.97	   15.62	    4.01	10.2256	 0.443
221.0387420395	-51.9933887004	 72039	221.03886137	-51.99334604	   3.05	  -30.23	  -17.55	 9.0988	 1.227
221.0398947929	+05.7847282264	 72040	221.03986702	+05.78472463	   5.68	   11.37	    1.48	10.0101	 0.812
221.0403941043	-51.9380317264	 72041	221.04036607	-51.93801804	  11.85	    7.11	   -5.63	 8.8012	 0.607
221.0439524611	-55.8056695347	 72042	221.04397024	-55.80566215	   9.57	   -4.11	   -3.04	 8.7256	 0.598
221.0487255702	+18.4620992861	 72043	221.04890720	+18.46246783	  24.32	  -70.88	 -151.63	 7.6538	 0.636
221.0499623328	+22.1853233678	 72044	221.04995695	+22.18503537	  38.54	    2.05	  118.49	10.0021	 1.250
221.0503488351	-38.1456956265	 72045	221.05034126	-38.14548115	  12.72	    2.45	  -88.24	 9.2500	 0.730
221.0509601656	-67.4038243400	 72046	221.05096978	-67.40382648	   4.71	   -1.52	    0.88	 8.2081	 1.201
221.0569822937	-08.2519278653	 72047	221.05748125	-08.25210726	  21.93	 -203.16	   73.81	 6.7347	 0.431
221.0589163268	-69.6741205666	 72048	221.05951074	-69.67389807	  29.23	  -84.95	  -91.54	 7.1074	 0.553
221.0615040930	-04.3200930574	 72049	221.06146446	-04.31986774	  10.01	   16.26	  -92.70	 9.8833	 0.540
221.0659612963	+54.3254737409	 72050	221.06595384	+54.32541312	   3.29	    1.79	   24.94	 9.1503	 1.100
221.0664020157	-67.6425348036	 72051	221.06643051	-67.64252916	  -0.64	   -4.46	   -2.32	 9.6217	 0.086
221.0691343670	-39.4939630562	 72052	221.06919985	-39.49393195	   3.03	  -20.79	  -12.80	 8.9755	 0.865
221.0700910378	-11.6173519673	 72053	221.07028275	-11.61729164	  17.51	  -77.26	  -24.82	 8.5157	 0.600
221.0703761488	-29.6930651668	 72054	221.07067312	-29.69291562	  11.39	 -106.14	  -61.53	10.3628	 0.663
221.0717121036	-73.9681912691	 72055	221.07182678	-73.96814008	   4.18	  -13.03	  -21.06	 8.1251	 0.342
221.0738340145	-24.1287010053	 72056	221.07391583	-24.12875414	   3.31	  -30.72	   21.86	 6.9611	 1.420
221.0833507560	-44.2325973096	 72057	221.08339869	-44.23258299	   1.58	  -14.13	   -5.89	 8.9891	 1.121
221.0876510649	-25.8949709654	 72058	221.08812507	-25.89473559	  13.40	 -175.44	  -96.84	 9.1917	 0.762
221.0881700856	-72.2078932859	 72059	221.08847649	-72.20783148	   4.27	  -38.52	  -25.43	 8.4308	 0.478
221.0888755228	-09.4896198549	 72060	221.08893725	-09.48952365	  11.10	  -25.05	  -39.58	 7.7323	 0.368
221.0916813533	+63.1020756762	 72061	221.09182179	+63.10198062	  10.44	  -26.14	   39.11	 8.4542	 0.631
221.1005035098	+29.5955439667	 72062	221.10051310	+29.59555979	   1.04	   -3.43	   -6.51	 9.5226	 1.619
221.1054613438	-53.2722643179	 72063	221.10545618	-53.27224551	   1.80	    1.27	   -7.74	 8.1996	 1.478
221.1088706885	+60.7721791166	 72064	221.10900683	+60.77211889	   4.06	  -27.35	   24.78	 8.1140	 1.000
221.1088900060	-44.7075426724	 72065	221.10914749	-44.70756314	   7.61	  -75.29	    8.42	 9.1039	 0.539
221.1175630442	+45.1859819340	 72066	221.11735782	+45.18601888	  16.25	   59.51	  -15.20	 6.8085	 0.292
221.1209943942	-42.3415385669	 72067	221.12109107	-42.34150087	   6.60	  -29.40	  -15.51	 9.5870	 0.498
221.1215060438	-16.8746931389	 72068	221.12148608	-16.87468738	   1.37	    7.86	   -2.37	 8.1425	 1.625
221.1274736122	-03.3633178926	 72069	221.12764711	-03.36331767	  14.04	  -71.26	   -0.09	 7.6733	 0.408
221.1290149899	-39.9890587722	 72070	221.12908078	-39.98900552	   7.54	  -20.74	  -21.91	 9.4566	 0.642
221.1300301473	+06.3755847952	 72071	221.13010702	+06.37558377	  10.59	  -31.43	    0.42	 9.2397	 0.482
221.1307639941	-51.1906783458	 72072	221.13074949	-51.19068571	   6.69	    3.74	    3.03	 8.0782	 0.500
221.1432483965	+60.0537457721	 72073	221.14325458	+60.05377752	   2.42	   -1.27	  -13.06	 7.7416	 1.110
221.1438549864	+10.7638513453	 72074	221.14392424	+10.76384194	   5.51	  -27.99	    3.87	 8.3722	 0.483
